# _tick,_time,step,total_loss,mean_episode_return,mean_episode_true_return,pg_loss,baseline_loss,entropy_loss
1210,1631057555.148963,387200,4762.82568359375,946.6666870117188,60.0,-5.197028160095215,4768.03466796875,-0.01184879057109356
1211,1631057555.700615,387520,6987.361328125,924.2857666015625,60.000003814697266,-31.478506088256836,7018.94873046875,-0.108821801841259
1212,1631057556.0078366,387840,4732.38427734375,1070.0,65.0,-11.544550895690918,4745.0205078125,-1.09183931350708
1213,1631057556.1599724,388160,6833.9462890625,800.0000610351562,64.28572082519531,-24.41457748413086,6858.501953125,-0.1409318447113037
1214,1631057556.6037374,388480,4235.0703125,782.857177734375,55.71428680419922,-49.191001892089844,4284.89892578125,-0.6375168561935425
1215,1631057557.016847,388800,4511.43896484375,1053.3333740234375,55.0,-33.84278869628906,4545.388671875,-0.10707208514213562
1216,1631057557.2418768,389120,3728.732421875,911.6666870117188,60.0,1.2667042016983032,3727.926025390625,-0.46032583713531494
1217,1631057557.4300265,389440,3778.04638671875,1000.0,67.5,-105.47518157958984,3883.72265625,-0.20119895040988922
1218,1631057557.6627383,389760,7368.02490234375,935.0,52.5,-4.4527082443237305,7372.494140625,-0.01681331917643547
1219,1631057558.31434,390080,3423.13720703125,917.5,71.25,-39.36039352416992,3462.73876953125,-0.24129608273506165
1220,1631057558.9462004,390400,3203.8857421875,914.2857666015625,64.28572082519531,77.49075317382812,3127.740234375,-1.345320463180542
1221,1631057559.1228583,390720,4813.138671875,908.75,60.0,-68.28266906738281,4881.6826171875,-0.26099327206611633
1222,1631057559.6507516,391040,3822.30419921875,1020.0000610351562,51.42857360839844,82.98176574707031,3740.663330078125,-1.3409397602081299
1223,1631057560.1089063,391360,4365.92578125,926.6666870117188,55.0,-55.34280014038086,4421.39453125,-0.1259693056344986
1224,1631057560.2660584,391680,3653.5966796875,983.3333740234375,55.0,127.40167236328125,3526.788818359375,-0.59369957447052
1225,1631057560.3872714,392000,2025.4776611328125,1064.2857666015625,60.000003814697266,-73.56465148925781,2099.35888671875,-0.31651607155799866
1226,1631057560.8364024,392320,5477.63671875,1105.0,55.0,1.91110360622406,5475.7646484375,-0.039278753101825714
1227,1631057561.0786917,392640,8381.298828125,743.3333740234375,55.0,-14.092055320739746,8395.5068359375,-0.11610499769449234
1228,1631057561.4673622,392960,11707.92578125,656.0,60.0,-3.700906753540039,11711.6298828125,-0.002752137603238225
1229,1631057561.7014785,393280,6684.84912109375,963.3333740234375,45.0,-39.79172897338867,6724.84619140625,-0.205440491437912
1230,1631057561.9983392,393600,12240.9970703125,1006.6666870117188,60.0,0.13595987856388092,12240.8671875,-0.005533935967832804
1231,1631057562.7238038,393920,6665.43408203125,814.2857666015625,51.42857360839844,-160.01197814941406,6825.59375,-0.14732608199119568
1232,1631057563.3274026,394240,5566.22119140625,980.0,48.0,-45.39806365966797,5611.79541015625,-0.17634746432304382
1233,1631057563.4831495,394560,12932.5419921875,870.0,60.0,-0.23508457839488983,12932.779296875,-0.0015013825614005327
1234,1631057563.9533563,394880,3152.42333984375,832.857177734375,64.28572082519531,-10.585101127624512,3163.189697265625,-0.1810731440782547
1235,1631057564.600714,395200,3287.878173828125,1012.0,60.0,127.35442352294922,3162.3515625,-1.8278744220733643
1236,1631057564.8389993,395520,4463.91650390625,941.4285888671875,60.000003814697266,-10.154069900512695,4474.31201171875,-0.2410556674003601
1237,1631057565.2972298,395840,8386.5166015625,804.0,54.0,-5.4246697425842285,8392.1787109375,-0.23771941661834717
1238,1631057565.474606,396160,4946.2138671875,1108.3333740234375,45.0,-29.40903663635254,4975.7138671875,-0.09062708914279938
